Z,track_ID,latitude,longitude,bit_rate,duration,track_listens,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,artist_hotttnesss,artist_discovery,artist_familiarity,senti neg,senti pos,popular
224,30893,41.87194,12.56738,320000,109,3280,0.271629486,0.598761354,0.616280821,0.906101161,0.454433111,0.126913221,93.152,0.759347494,0.4447,0.42568052,0.282872,0,0,1
225,30894,41.87194,12.56738,320000,193,2175,0.000206758,0.731187584,0.325083421,0.880146612,0.100243033,0.254390284,85.023,0.057728819,0.4447,0.42568052,0.282872,0,0,1
226,30895,41.87194,12.56738,320000,117,3479,0.072898909,0.763604767,0.313718579,0.95400472,0.089321926,0.365770096,179.91,0.480609461,0.4447,0.42568052,0.282872,0,0,1
227,30896,41.87194,12.56738,320000,50,1487,0.164182095,0.690035101,0.470353529,0.944752397,0.149429217,0.085523024,94.918,0.318010595,0.4447,0.42568052,0.282872,0,0,1
228,30897,41.87194,12.56738,320000,142,1542,0.095367543,0.91582919,0.365183507,0.315171954,0.204013714,0.480367738,94.636,0.229633269,0.4447,0.42568052,0.282872,0,0,1
229,30898,41.87194,12.56738,320000,130,2003,0.038453149,0.665501289,0.7391581,0.920036254,0.094226175,0.168053221,220.07,0.232875883,0.4447,0.42568052,0.282872,0,0,1
230,30899,41.87194,12.56738,320000,114,1653,0.326868647,0.690205562,0.443422969,0.915116289,0.275899048,0.057268784,89.998,0.601991716,0.4447,0.42568052,0.282872,0,0,1
231,30900,41.87194,12.56738,320000,80,1341,0.010121836,0.660652252,0.150517158,0.939801534,0.096127432,0.875353154,92.6,0.192048641,0.4447,0.42568052,0.282872,0,0,1
232,30901,41.87194,12.56738,320000,218,1708,0.003542833,0.81944243,0.45336498,0.908547561,0.104641473,0.095309375,99.997,0.164250586,0.4447,0.42568052,0.282872,0,0,1
233,30902,41.87194,12.56738,320000,65,1749,0.001005664,0.864954292,0.661382076,0.929090828,0.109267065,0.104581329,137.239,0.077365139,0.4447,0.42568052,0.282872,0,0,1
234,30903,41.87194,12.56738,320000,120,1801,0.349890201,0.915062699,0.081695019,0.915649824,0.106465717,0.085727597,113.362,0.088624224,0.4447,0.42568052,0.282872,0,0,1
235,30904,41.87194,12.56738,320000,156,2133,0.018788321,0.543917314,0.442159805,0.838812515,0.077014106,0.190502069,96.07,0.195995035,0.4447,0.42568052,0.282872,0,0,1
236,30905,41.87194,12.56738,320000,136,1855,0.161744744,0.641710341,0.512225487,0.942871934,0.081708399,0.03786261,170.088,0.388613482,0.4447,0.42568052,0.282872,0,0,1
260,31455,0,0,128000,181,1036,0.526811014,0.370553039,0.996535881,0.921997769,0.118061672,0.131858055,179.99,0.100949169,0.35305,0.337950321,0.225232,0.362,0,0
261,31456,0,0,320000,331,1045,0.30258585,0.488980751,0.941861111,0.853959966,0.376263428,0.053208487,175.082,0.406460344,0.36893,0.353151145,0.296626,0,0,0
262,31457,0,0,128000,225,985,0.276294301,0.451578176,0.974120718,0.865265214,0.541436274,0.035536209,181.987,0.624907975,0.211248,0.202213084,0.175741,0,0,0
263,31458,0,0,128000,150,985,0.155751172,0.360660485,0.919331552,0.886486176,0.170092804,0.039622325,179.942,0.589046548,0.35305,0.337950321,0.225232,0,0,0
264,31459,0,0,128000,186,1242,0.696132728,0.492720596,0.998978749,0.960878599,0.108567034,0.158156184,176.803,0.113561896,0.238327,0.228133936,0.220857,0,0,1
265,31460,0,0,128000,174,1110,0.400381269,0.424590472,0.999963711,0.979725694,0.129404448,0.100512692,93.108,0.03575414,0.238327,0.228133936,0.220857,0,0.381,0
266,31461,0,0,320000,206,673,0.269445272,0.507512487,0.938176411,0.843316945,0.070130435,0.065315383,183.977,0.585890477,0.211248,0.202213084,0.175741,0,0,0
267,31462,0,0,320000,262,971,0.182345412,0.495895729,0.970987423,0.922681065,0.074785396,0.056088574,89.034,0.596621852,0.36893,0.353151145,0.296626,0,0,0
284,31568,0,0,320000,180,4581,0.224107818,0.742329666,0.547786003,0.5838471,0.309737763,0.037866829,120.003,0.706568533,0.32186,0.308094293,0.195931,0,0,1
285,31569,0,0,320000,217,1793,0.614647697,0.711435931,0.82436823,0.762367984,0.082626089,0.053063299,120.008,0.193896773,0.32186,0.308094293,0.195931,0,0.655,1
286,31570,0,0,320000,269,1393,0.746714638,0.872235519,0.660214464,0.955203904,0.323540417,0.045808683,119.996,0.968902121,0.32186,0.308094293,0.195931,0,0,1
287,31571,0,0,320000,236,1357,0.453541448,0.793304308,0.80970544,0.815670731,0.143258539,0.056364422,119.948,0.893723802,0.32186,0.308094293,0.195931,0,0,1
288,31572,0,0,320000,302,1378,0.025566012,0.715345956,0.50645079,0.544193786,0.115279685,0.151025938,95.991,0.494078834,0.32186,0.308094293,0.195931,0,0.697,1
289,31573,0,0,320000,294,1578,0.574334561,0.769503576,0.654417465,0.936187913,0.129171948,0.03650814,119.989,0.961110473,0.32186,0.308094293,0.195931,0,0,1
290,31574,0,0,320000,252,1753,0.933182274,0.704814939,0.683553063,0.90648857,0.105358408,0.065549521,120.096,0.704964811,0.32186,0.308094293,0.195931,0,1,1
291,31575,0,0,320000,308,1538,0.725632877,0.540894115,0.330870559,0.839718797,0.111392063,0.035954335,80.002,0.268760531,0.32186,0.308094293,0.195931,0.667,0,1
292,31576,0,0,320000,226,1795,0.00508626,0.747381665,0.475780578,0.885904973,0.160760931,0.077340916,120.058,0.507101821,0.32186,0.308094293,0.195931,0,0,1
293,31577,0,0,320000,130,3002,0.787831094,0.729979538,0.904746591,0.570233878,0.11774012,0.082269506,120.04,0.748147966,0.32186,0.308094293,0.195931,0,0,1
294,31578,0,0,320000,293,2962,0.863957624,0.669505932,0.288973096,0.942308479,0.089502835,0.037943846,120.202,0.500881946,0.32186,0.308094293,0.195931,0,0,1
314,32217,61.52401,105.318756,320000,257,249,0.91878664,0.415972636,0.717339537,0.921775781,0.112956735,0.029914841,82.671,0.098333435,0.323004,0.309189365,0.210749,0,0,0
315,32218,61.52401,105.318756,320000,182,7831,0.266542311,0.552179385,0.70217196,0.883523763,0.316608218,0.372694978,173.931,0.458255941,0.323004,0.309189365,0.210749,0,0.787,1
316,32219,61.52401,105.318756,320000,262,394,0.143125346,0.403798396,0.591547837,0.895120285,0.120276965,0.031342339,160.082,0.046085369,0.323004,0.309189365,0.210749,0,0,0
317,32220,61.52401,105.318756,320000,300,318,0.766292396,0.653382885,0.417003535,0.921507074,0.107961479,0.0326248,106.675,0.291865921,0.323004,0.309189365,0.210749,0,0,0
318,32221,61.52401,105.318756,320000,241,244,0.734605762,0.184801217,0.089264845,0.890627194,0.463054452,0.038712822,118.888,0.027813044,0.323004,0.309189365,0.210749,0,0,0
319,32222,61.52401,105.318756,320000,235,274,0.955050221,0.458637746,0.911029644,0.925571341,0.134403923,0.058832252,93.025,0.160328145,0.323004,0.309189365,0.210749,0,1,0
320,32223,61.52401,105.318756,320000,257,207,0.947997703,0.29963041,0.458735252,0.935685106,0.489627919,0.030506669,113.415,0.290993396,0.323004,0.309189365,0.210749,0,0,0
321,32224,61.52401,105.318756,320000,217,197,0.767957023,0.341419109,0.330604123,0.883457937,0.109791195,0.041844628,74.019,0.034863876,0.323004,0.309189365,0.210749,0,0,0
322,32225,61.52401,105.318756,320000,241,174,0.927004115,0.527223782,0.368155199,0.94283589,0.109715718,0.028634259,160,0.062149215,0.323004,0.309189365,0.210749,0,0,0
323,32226,61.52401,105.318756,320000,157,185,0.936187812,0.496220078,0.704227694,0.965153709,0.110495651,0.031020977,94.015,0.539521633,0.323004,0.309189365,0.210749,0,0,0
324,32227,61.52401,105.318756,320000,270,224,0.969106981,0.297312517,0.166618931,0.94838898,0.178590074,0.04044053,115.279,0.055032261,0.323004,0.309189365,0.210749,0,0,0
325,32228,61.52401,105.318756,320000,171,183,0.963112534,0.292400244,0.111288168,0.973585288,0.117924197,0.040886202,107.234,0.056045268,0.323004,0.309189365,0.210749,0,0,0
334,32431,0,0,256000,186,2317,0.779081427,0.437918941,0.994812734,0.930239592,0.364569704,0.147540123,141.368,0.038051186,0.124624,0.119293927,0.148115,0,0,1
335,32432,0,0,256000,93,2960,0.233223329,0.570886222,0.851922945,0.911312254,0.164520866,0.046901637,127.128,0.960835132,0.10411,0.099657295,0.152654,0,0,1
336,32433,0,0,256000,196,5107,0.824814228,0.566194874,0.868542303,6.10E-05,0.094964928,0.0608175,85.325,0.991132211,0.083657,0.080079054,0.119145,0,0,1
337,32434,0,0,256000,164,2819,0.000214731,0.32518502,0.990885061,0.98039098,0.517831956,0.04926466,86.674,0.389325152,0.12405,0.118744476,0.115112,0,0,1
338,32435,0,0,256000,132,4607,0.471440348,0.394123766,0.96530264,0.976930761,0.095485636,0.051269548,130.006,0.335673548,0.194667,0.186341241,0.269274,0,0,1
339,32436,0,0,256000,225,2811,0.828805166,0.686734647,0.986624751,0.971210007,0.270714148,0.057345744,164.978,0.982081904,0.166818,0.159683321,0.151594,0,0,1
340,32437,0,0,256000,149,4019,0.825013076,0.546112704,0.99856258,0.97821246,0.064109851,0.07647485,131.229,0.970439192,0.425219,0.407032707,0.283364,0,0,1
341,32438,0,0,256000,273,4659,0.342548682,0.241188927,0.992145409,0.914676517,0.100344915,0.260394124,149.335,0.196505104,0.147418,0.141113044,0.148,0,0,1
342,32439,0,0,256000,231,5195,0.171791606,0.080047252,0.987783524,0.979287439,0.091790409,0.103463984,81.167,0.038301791,0.162821,0.15585727,0.173314,0,0,1
402,32508,55.378051,-3.435973,320000,356,1023,0.00819565,0.4716583,0.79668357,0.894932318,0.104651336,0.045223774,84.034,0.268782567,0.271527,0.259913997,0.213463,0,0,0
403,32509,0,0,320000,224,2134,0.234182785,0.666873919,0.858462241,0.9111382,0.110846138,0.061919804,106.88,0.804589669,0.476955,0.456555998,0.343549,0,0,1
404,32510,0,0,320000,327,1316,0.024424884,0.749910877,0.710734774,0.905386758,0.095842794,0.049936593,135.011,0.289996682,0.344047,0.329332372,0.297262,0,0,1
405,32511,0,0,320000,362,1197,0.000616767,0.735949597,0.805485045,0.853994514,0.120196777,0.107773477,140.052,0.520603093,0.263121,0.251867515,0.244775,0,0,1
406,32512,0,0,320000,277,899,0.003246409,0.564981716,0.784050278,0.837492058,0.071440389,0.076130756,141.005,0.373546218,0.278687,0.266767769,0.24779,0.688,0,0
407,32513,0,0,320000,303,1684,0.000108004,0.703086871,0.577803504,0.897525271,0.081418078,0.080291391,93.361,0.445488754,0.309387,0.296154754,0.325268,0,0,1
408,32514,41.385578,2.16874,320000,261,597,0.09303987,0.582088735,0.787780828,0.881723292,0.098364824,0.064790986,167.939,0.491062685,0.320818,0.307096859,0.232685,0,0,0
409,32515,53.801279,-1.548567,320000,255,519,0.011497276,0.305651007,0.741097689,0.664566745,0.095091516,0.426581803,82.574,0.197815281,0.305665,0.292591941,0.327391,0,0,0
410,32516,55.378051,-3.435973,320000,252,974,0.130904539,0.686884894,0.633765242,0.796781921,0.09079061,0.301600787,142.979,0.69597859,0.271527,0.259913997,0.213463,0,0,0
411,32517,0,0,320000,357,1908,0.000313613,0.74714478,0.813451383,0.915484403,0.073466596,0.090921835,93.361,0.437524999,0.509319,0.423810168,0.500369,0,0,1
412,32518,50.8815434,4.564597,320000,312,618,0.158123098,0.730044201,0.84280305,0.857388346,0.103444249,0.106877009,120.012,0.10274272,0.300512,0.287659331,0.257307,0,0,0
413,32519,0,0,320000,338,792,0.035661061,0.479505569,0.847082251,0.927041105,0.110364158,0.043041857,183.956,0.033004107,0.237537,0.227377724,0.18423,0,0,0
414,32520,51.5073346,-0.1276831,320000,281,2086,0.000298504,0.544575044,0.93540629,0.771156306,0.184920909,0.065662252,177.976,0.291670171,0.313468,0.300061213,0.250764,0,0,1
415,32521,0,0,320000,480,1931,0.101449257,0.630446141,0.605421738,0.847836464,0.194374322,0.03270898,103.873,0.454618151,0.349382,0.334439198,0.269955,0,0,1
421,32758,0,0,320000,357,1355,0.470763407,0.418225577,0.312563592,0.857111561,0.361154347,0.028143211,88.022,0.200541201,0.453959,0.43454352,0.324442,0,0,1
434,33005,60.128161,18.643501,320000,327,275,0.977456461,0.55044493,0.537235629,0.96350194,0.133480756,0.043630199,120.028,0.039707452,0.326385,0.311936366,0.401149,0,0,0
435,33006,60.128161,18.643501,320000,488,297,0.708940826,0.778827253,0.912498846,0.922293314,0.039182672,0.077517155,125.78,0.961615693,0.274412,0.262675608,0.186948,0,0,0
436,33007,60.128161,18.643501,320000,222,184,0.115169861,0.607324064,0.962427099,0.936705559,0.126288282,0.03986146,120.065,0.815841571,0.166366,0.159250653,0.22487,0,0,0
437,33008,55.7512419,37.6184217,320000,377,164,0.415883809,0.331729197,0.284909088,0.898809048,0.704552221,0.057025552,206.528,0.147620018,0.374456,0.358440802,0.26833,0,0,0
438,33009,45.4654542,9.186516,320000,272,292,0.258431854,0.781253961,0.596544077,0.855331068,0.097549834,0.16457101,119.988,0.357226497,0.262737,0.251499939,0.221683,0,0,0
439,33010,11.1810674,-69.8597406,320000,418,200,0.123735393,0.709704071,0.887125218,0.845115932,0.253402074,0.073635178,140.031,0.443630168,0.157065,0.15034745,0.170642,0,0,0
440,33011,60.128161,18.643501,320000,315,181,0.006034037,0.843237626,0.51035898,0.647797986,0.26857505,0.052416329,117.991,0.729258414,0.166366,0.159250653,0.22487,0,0,0
441,33012,60.128161,18.643501,320000,469,457,0.179341959,0.865917898,0.692904753,0.807194043,0.542696243,0.105806772,125.02,0.542476557,0.09763,0.093454439,0.152512,0,0,0
442,33013,60.128161,18.643501,320000,383,114,0.761373876,0.809511086,0.557418885,0.969066343,0.110723247,0.118693919,120.01,0.554931538,0.326385,0.311936366,0.401149,0,0,0
443,33014,60.128161,18.643501,320000,362,150,0.000423616,0.776000701,0.505711656,0.953238493,0.113681187,0.055287986,106.007,0.340450503,0.166366,0.159250653,0.22487,0,0,0
444,33015,53.0792962,8.8016937,320000,144,227,0.223059332,0.77880202,0.413615524,0.936239927,0.118200384,0.264240707,125.165,0.351348912,0.207092,0.198234833,0.185798,0,0.419,0
463,33144,36.9741171,-122.0307963,261459,250,2158,0.3317135,0.612849927,0.876682055,0.771880011,0.053590929,0.042140648,90.012,0.394454662,0.224718,0.215106982,0.196614,0,0,1
480,33193,54.6893865,25.2800243,320000,385,593,0.003433552,0.518317363,0.931533094,0.95951326,0.075543208,0.095142208,81.811,0.443546453,0.375599,0.35234836,0.414772,0.636,0,0
481,33195,51.5073346,-0.1276831,320000,105,2542,0.008154262,0.402003595,0.923276574,0.817888458,0.100114318,0.066723794,150.637,0.48645013,0.335324,0.320982448,0.096809,0,0,1
482,33200,47.516231,14.550072,320000,418,1006,0.029667158,0.725215945,0.646169775,0.861752804,0.086548151,0.287587672,93.397,0.030847355,0.323746,0.30989963,0.214556,0,0,0
484,33203,-37.8113667,144.9718286,320000,307,4801,0.004121938,0.360284829,0.672909403,0.779640602,0.060768107,0.130964675,194.646,0.147415377,0.121461,0.116266206,0.149354,0,0,1
485,33211,44.437711,26.0973669,320000,581,1641,0.000809188,0.432939113,0.572869523,0.898682512,0.109188949,0.072878813,84.029,0.684250178,0.46472,0.44484428,0.328891,0,0,1
486,33212,0,0,320000,313,2117,0.00088111,0.804964318,0.593675994,0.955249141,0.274724006,0.061569235,129.998,0.039491183,0.462139,0.431362453,0.418431,0,0,1
487,33213,0,0,320000,378,3636,0.651626812,0.707522598,0.830978894,0.860107321,0.094925043,0.207716459,82.765,0.907429169,0.378987,0.362778015,0.276699,0,0.697,1
488,33214,0,0,320000,450,918,0.005136842,0.63142538,0.781249126,0.75477648,0.084153354,0.098030955,65.603,0.037161601,0.339157,0.324651514,0.330822,0,0,0
489,33215,0,0,320000,304,2843,0.226561504,0.805566046,0.637248594,0.111379974,0.124062827,0.038936864,120.006,0.690751742,0.453949,0.401737026,0.456944,0,0.737,1
490,33216,0,0,320000,204,4031,0.55719715,0.597173587,0.388434148,0.059080411,0.063790084,0.041303301,89.251,0.432681927,0.487856,0.466990771,0.388606,0.273,0,1
491,33217,45.943161,24.96676,320000,249,1154,0.060356316,0.825051715,0.945949112,0.908465817,0.100352017,0.139588871,130.011,0.196530396,0.303907,0.290909129,0.285843,0,0,1
492,33218,0,0,320000,458,1721,0.397259561,0.76621677,0.466429019,0.945617814,0.110556203,0.145919172,120.026,0.562547177,0.118096,0.113045124,0.065591,0,0,1
493,33219,0,0,320000,355,1492,0.010262657,0.801782444,0.693915342,0.852522743,0.098138246,0.186787886,124.98,0.617406711,0.140458,0.134450718,0.162301,0,0,1
494,33220,0,0,320000,378,1714,0.024204227,0.558678478,0.876794597,0.907833948,0.113026963,0.064527118,240.204,0.159263663,0.451033,0.431742662,0.334702,0,0,1
495,33221,0,0,320000,317,24098,0.19766884,0.405588505,0.776903472,0.841129168,0.104765167,0.085300067,85.742,0.035160543,0.481174,0.460594555,0.355018,0,0,1
496,33223,0,0,320000,354,2125,0.350399227,0.688985876,0.346445984,0.944847043,0.105654295,0.086023703,115.002,0.101551602,0.16848,0.161274239,0.211358,0,0,1
497,33238,44.437711,26.0973669,320000,259,1641,0.016931836,0.879612978,0.349187142,0.873919462,0.101436263,0.07542576,111.995,0.257009797,0.469177,0.449110657,0.374642,0.773,0,1
498,33239,44.437711,26.0973669,320000,455,2108,0.378157478,0.598763274,0.631195305,0.941723162,0.089384608,0.065139674,189.966,0.517592583,0.378419,0.34116203,0.443621,0,0,1
499,33240,0,0,320000,574,1837,0.000147289,0.782774188,0.49489552,0.945830056,0.109978341,0.073297527,123.801,0.523934462,0.394835,0.377948208,0.390687,0,0,1
500,33241,44.434295,26.102965,320000,322,1509,0.042131189,0.537948565,0.536520932,0.939354552,0.201504025,0.08114935,240.275,0.069750023,0.477784,0.457349542,0.394033,0,0,1
501,33242,0,0,320000,394,1492,0.010349411,0.636118659,0.699391018,0.935363971,0.095613629,0.075331109,179.997,0.496960668,0.140458,0.134450718,0.162301,0,0,1
502,33243,0,0,320000,234,2225,3.32E-05,0.679041016,0.873175611,0.804297015,0.148148544,0.043570914,119.983,0.259272962,0.410359,0.392808258,0.367537,0,0,1
509,33270,43.1938516,-71.5723953,320000,408,360,0.016618303,0.393782395,0.928836872,0.190556969,0.289195874,0.079475175,100.01,0.160167058,0.244545,0.234085997,0.27252,0.688,0,0
510,33271,0,0,320000,270,1117,0.290457571,0.279619998,0.635209755,0.897819481,0.107314495,0.045944683,90.428,0.036989994,0.259257,0.248168776,0.231207,0,0,0
605,34512,55.378051,-3.435973,320000,429,714,0.018911852,0.62295247,0.537951066,0.804835446,0.080822923,0.0364591,100.011,0.734846883,0.218487,0.209142478,0.246852,0,0,0
606,34513,55.378051,-3.435973,320000,368,802,0.012436934,0.697281921,0.421614222,0.903137748,0.040471429,0.104321653,160.003,0.748317593,0.218487,0.209142478,0.246852,0,0,0
607,34514,55.378051,-3.435973,320000,701,743,0.094057561,0.754155919,0.821661674,0.846665733,0.073775757,0.035419797,127.007,0.829365939,0.218487,0.209142478,0.246852,0,0,0
608,34515,55.378051,-3.435973,320000,383,425,0.113026338,0.660328168,0.539382426,0.836687774,0.31948584,0.063299574,149.936,0.516082062,0.218487,0.209142478,0.246852,0,0,0
609,34516,55.378051,-3.435973,320000,293,1029,0.35496319,0.76896047,0.612759681,0.756925622,0.343654956,0.056299237,119.748,0.321010999,0.218487,0.209142478,0.246852,0,0,0
610,34517,55.378051,-3.435973,320000,374,808,0.005847868,0.755511184,0.678491969,0.886344025,0.30027196,0.074603047,122.671,0.893773785,0.218487,0.209142478,0.246852,0,0,0
611,34518,55.378051,-3.435973,320000,375,728,0.120845035,0.873439758,0.731428979,0.575504203,0.126626137,0.04917566,105.015,0.551607164,0.218487,0.209142478,0.246852,0,0,0
612,34519,55.378051,-3.435973,320000,403,349,0.1709726,0.660820193,0.64291625,0.89998941,0.152421468,0.060345255,97.013,0.372875146,0.218487,0.209142478,0.246852,0,0,0
613,34520,55.378051,-3.435973,320000,550,442,0.173286624,0.68502032,0.863244303,0.834663467,0.123608841,0.043598764,230.94,0.25262026,0.218487,0.209142478,0.246852,0,0,0
614,34521,55.378051,-3.435973,320000,467,504,0.831512219,0.774565403,0.282761579,0.867285619,0.113968487,0.052540278,115,0.23885284,0.218487,0.209142478,0.246852,0,0,0
615,34522,55.378051,-3.435973,320000,488,764,0.075603323,0.642851371,0.784859669,0.841496208,0.063073953,0.051992486,141.976,0.107454939,0.218487,0.209142478,0.246852,0,0,0
616,34523,55.378051,-3.435973,320000,354,510,0.323293168,0.621051222,0.871958207,0.905256964,0.358037166,0.036732805,101.987,0.418782122,0.218487,0.209142478,0.246852,0,0,0
617,34524,55.378051,-3.435973,320000,292,664,0.135199181,0.590794636,0.568135181,0.907233976,0.091133187,0.054447279,193.373,0.545926534,0.218487,0.209142478,0.246852,0,0,0
618,34525,55.378051,-3.435973,320000,350,517,0.188724255,0.844613414,0.549259385,0.815952287,0.115324204,0.095949969,120.975,0.575456347,0.218487,0.209142478,0.246852,0,0,0
619,34526,55.378051,-3.435973,320000,509,983,0.143829811,0.449543815,0.632906105,0.716697007,0.428760201,0.056342646,188.9,0.641416488,0.218487,0.209142478,0.246852,0,0,0
620,34528,55.378051,-3.435973,320000,376,858,0.100187668,0.665425043,0.75170138,0.885695169,0.123152575,0.136893848,95.296,0.063912394,0.218487,0.209142478,0.246852,0,0,0
621,34529,55.378051,-3.435973,320000,471,1458,0.114894861,0.688579543,0.391522847,0.884023737,0.298688177,0.04088509,119.978,0.328660333,0.218487,0.209142478,0.246852,0,0,1
652,35296,0,0,320000,330,4233,0.927165906,0.447233794,0.529724635,0.945705609,0.111665274,0.048221417,220.007,0.151168165,0.513912,0.400915481,0.544115,0,0.796,1
653,35299,25.091075,121.5598345,320000,137,13657,0.000124555,0.682502207,0.513139038,0.923619023,0.096814079,0.092637087,140.166,0.493852125,0.516052,0.465534203,0.443172,0,0,1
723,36380,55.7512419,37.6184217,320000,237,4979,0.088840958,0.450328595,0.781508058,0.880857598,0.215096726,0.124831721,101.666,0.471529051,0.498414,0.459974253,0.426689,0,0,1
726,36426,51.5073346,-0.1276831,320000,491,441,0.170984478,0.778944802,0.910172536,0.928315771,0.32040817,0.090691517,130.077,0.127406505,0.414115,0.396403617,0.299473,0,0,0
