Z,track_ID,latitude,longitude,bit_rate,duration,track_listens,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,artist_hotttnesss,artist_discovery,artist_familiarity,senti neg,senti pos,popular
166,29840,40.65,-73.95,256000,296,653,8.98E-05,0.162364485,0.385604559,0.866769608,0.152958909,0.057951664,124.191,0.510732495,0.527265,0.445646167,0.489501,0,0,0
167,29841,40.65,-73.95,256000,348,751,0.000367954,0.164504871,0.422841695,0.811065485,0.437691283,0.060350634,120.94,0.175633633,0.527265,0.445646167,0.489501,1,0,0
168,29842,40.65,-73.95,256000,1725,1132,0.000122081,0.160723089,0.510020931,0.842321081,0.08110296,0.06352387,123.604,0.290957435,0.527265,0.445646167,0.489501,0,0,0
169,29854,0,0,256000,153,359,0.138906477,0.22629541,0.937653967,0.954050625,0.345600809,0.071910236,145.263,0.043571677,0.525407,0.502935743,0.396002,0,0,0
170,29855,0,0,256000,134,1109,0.034955096,0.167059583,0.752010971,0.956202844,0.135480217,0.040224706,166.586,0.137840491,0.525407,0.502935743,0.396002,0,0,0
171,29856,0,0,256000,173,1101,0.003605312,0.3409208,0.846761632,0.961487793,0.12752608,0.042959851,122.535,0.264660518,0.525407,0.502935743,0.396002,0,0,0
172,29857,0,0,256000,138,343,0.390972815,0.359963621,0.7767763,0.963969861,0.21765391,0.037963347,130.166,0.301200219,0.525407,0.502935743,0.396002,0,0,0
173,29858,0,0,256000,126,658,0.20320479,0.248018737,0.903236075,0.933336175,0.074967745,0.036528139,147.427,0.372459896,0.525407,0.502935743,0.396002,0,0,0
174,29859,0,0,256000,118,642,0.000797202,0.211139757,0.836669002,0.92146631,0.113497917,0.041915835,167.498,0.039349843,0.525407,0.502935743,0.396002,0.556,0,0
175,29860,0,0,256000,188,358,0.04853707,0.278544795,0.856955116,0.910556947,0.118744817,0.038518343,154.026,0.544416395,0.525407,0.502935743,0.396002,0,0,0
176,29861,0,0,256000,106,841,0.206069458,0.300015563,0.896186855,0.868353563,0.135805182,0.048922847,141.729,0.062394032,0.525407,0.502935743,0.396002,0.778,0,0
177,29932,0,0,256000,310,561,0.034656711,0.340791481,0.633296441,0.289328067,0.138901141,0.03793404,142.187,0.648457758,0.515153,0.43997927,0.482177,0,0,0
178,29933,0,0,256000,370,505,0.468432382,0.213607584,0.545456909,0.475508746,0.178471523,0.045460137,84.504,0.283719097,0.515153,0.43997927,0.482177,0.636,0,0
179,29934,0,0,256000,283,1857,0.221218011,0.239497854,0.633659464,7.57E-06,0.257077202,0.036348602,77.526,0.3969738,0.515153,0.43997927,0.482177,0,0,1
180,29936,0,0,256000,269,724,0.600561671,0.230234955,0.43471836,0.006663263,0.251036852,0.032801999,76.467,0.293877599,0.515153,0.43997927,0.482177,0,0,0
181,29937,0,0,256000,405,720,0.388345457,0.300976535,0.490962254,0.105544549,0.111784308,0.034297041,147.812,0.454763496,0.515153,0.43997927,0.482177,0,0,0
220,30633,55.75695,37.614975,192000,382,963,0.658680824,0.214400702,0.424953623,0.976002397,0.115530525,0.035039291,171.792,0.116043199,0.320936,0.307209812,0.204455,0,0,0
221,30634,55.75695,37.614975,192000,390,528,0.301994315,0.237580677,0.472055707,0.928750352,0.24841919,0.046239982,148.047,0.206524873,0.320936,0.307209812,0.204455,0,0,0
222,30865,0,0,256000,167,1765,0.678970945,0.34892354,0.947249211,0.961375304,0.119579677,0.043322852,104.704,0.384777456,0.282776,0.270681886,0.259756,0,0,1
237,30927,34.0522342,-118.2436849,128000,199,782,0.974940164,0.434450865,0.808349128,0.000412998,0.121734691,0.056659963,155.771,0.699645612,0.385181,0.368707102,0.326024,0,0,0
238,30928,34.0522342,-118.2436849,128000,195,474,0.901666803,0.600141281,0.560590885,0.000757442,0.274103523,0.117915574,93.334,0.706731528,0.385181,0.368707102,0.326024,0,0,0
239,30929,34.0522342,-118.2436849,128000,96,990,0.929659275,0.369900055,0.803686845,0.009727704,0.314663672,0.041138372,146.931,0.421421098,0.385181,0.368707102,0.326024,0,0.796,0
240,30931,34.0522342,-118.2436849,128000,196,355,0.98043793,0.350835223,0.411123848,0.015906461,0.11562915,0.157527831,225.016,0.638648975,0.385181,0.368707102,0.326024,0,0,0
241,30932,34.0522342,-118.2436849,128000,202,306,0.994480413,0.282939694,0.113826202,0.084306,0.324051628,0.049836033,156.803,0.436908528,0.385181,0.368707102,0.326024,0,0.315,0
242,31252,46.227638,2.213749,128000,286,288,0.721510379,0.358035246,0.948187349,0.801183678,0.105706077,0.095521601,125.884,0.208727954,0.528968,0.429924824,0.516551,0.821,0,0
243,31253,46.227638,2.213749,128000,278,184,0.137607551,0.262476408,0.915179988,0.762954557,0.443907708,0.094200564,131.823,0.225695517,0.528968,0.429924824,0.516551,0,0.512,0
244,31254,46.227638,2.213749,128000,242,253,0.241527647,0.278665019,0.919364305,0.82243627,0.22666442,0.084636029,120.984,0.289239386,0.528968,0.429924824,0.516551,0,0.744,0
245,31255,46.227638,2.213749,128000,276,348,0.422518494,0.316401086,0.892084649,0.753917178,0.150714182,0.072557005,115.73,0.303653131,0.528968,0.429924824,0.516551,0.565,0,0
246,31256,46.227638,2.213749,128000,217,313,0.400063536,0.328806705,0.92375624,0.830408166,0.211462566,0.067438928,112.336,0.164728018,0.528968,0.429924824,0.516551,0,0,0
247,31257,46.227638,2.213749,128000,285,482,0.439016352,0.36612711,0.880421241,0.758041942,0.331957103,0.105066638,118.106,0.460130382,0.528968,0.429924824,0.516551,0,0,0
305,31805,0,0,320000,383,322,0.94695899,0.349644875,0.845425252,0.949657765,0.092792166,0.05229653,71.379,0.096726753,0.252809,0.241996552,0.135193,0,0,0
306,31809,0,0,320000,334,232,0.909595136,0.439049347,0.204007214,0.922854152,0.109421178,0.031715821,168.979,0.037609074,0.078391,0.075038277,0.042261,0,0,0
349,32448,37.7749295,-122.4194155,256000,113,713,0.909411843,0.281273942,0.420264476,0.737638295,0.290231716,0.059675431,147.887,0.191471817,0.48426,0.410807558,0.486924,0,0,0
350,32449,37.7749295,-122.4194155,256000,89,404,0.634443586,0.492481324,0.513295811,0.90582798,0.137827525,0.025832187,143.317,0.852442374,0.48426,0.410807558,0.486924,0,0,0
351,32450,37.7749295,-122.4194155,256000,182,331,0.674993165,0.42532856,0.554548688,0.944902199,0.099218909,0.031904788,106.999,0.11591486,0.48426,0.410807558,0.486924,0,0,0
352,32451,37.7749295,-122.4194155,256000,173,529,0.730058431,0.396816246,0.29749699,0.808815397,0.087405143,0.026589511,159.975,0.451185589,0.48426,0.410807558,0.486924,0,0.206,0
353,32452,37.7749295,-122.4194155,256000,240,127,0.819066126,0.343788883,0.465706815,0.645734994,0.490686155,0.032183363,86.813,0.252966079,0.48426,0.410807558,0.486924,0,0,0
354,32453,37.7749295,-122.4194155,256000,343,240,0.908737101,0.563194865,0.393117325,0.959457312,0.111533577,0.029035568,125.501,0.291028804,0.48426,0.410807558,0.486924,0.196,0.196,0
355,32454,37.7749295,-122.4194155,256000,187,130,0.564483371,0.510852674,0.366928349,0.704326334,0.103575068,0.026174803,136.497,0.108362816,0.48426,0.410807558,0.486924,0,0,0
356,32455,37.7749295,-122.4194155,256000,122,304,0.920765441,0.368985174,0.644428408,0.901778643,0.109354136,0.029173264,88.952,0.603788475,0.48426,0.410807558,0.486924,0,0,0
357,32456,37.7749295,-122.4194155,256000,228,325,0.929294596,0.19073223,0.407775235,0.944612067,0.109840784,0.043289976,85.927,0.184222108,0.48426,0.410807558,0.486924,0,0,0
358,32457,37.7749295,-122.4194155,256000,81,1708,0.910703304,0.610900752,0.548865432,0.937662661,0.109901199,0.03765899,122.626,0.609212505,0.48426,0.410807558,0.486924,0,0,1
359,32458,55.883758,37.725955,256184,301,422,0.032685555,0.475298135,0.619161232,0.906818824,0.282974421,0.029412546,65.018,0.051920868,0.389541,0.372880628,0.306462,0,0,0
360,32459,55.883758,37.725955,255976,480,596,0.53341732,0.364145788,0.509279548,0.90335262,0.113072092,0.031712134,95.153,0.246164884,0.389541,0.372880628,0.306462,0,0,0
361,32460,55.883758,37.725955,256201,245,865,0.353945811,0.31428297,0.870229904,0.920899829,0.118520847,0.034587003,83.369,0.214053047,0.389541,0.372880628,0.306462,0,0.677,0
362,32461,55.883758,37.725955,256264,448,690,0.023607411,0.536023279,0.684728467,0.887102709,0.111528821,0.035558769,110.011,0.135249369,0.389541,0.372880628,0.306462,0.643,0,0
363,32462,55.883758,37.725955,256150,288,837,0.259700143,0.256762322,0.833861799,0.924012932,0.088452568,0.033231926,122.671,0.298363562,0.389541,0.372880628,0.306462,0,0,0
445,33034,47.6062095,-122.3320708,201535,233,522,0.956081268,0.669738219,0.080823124,0.91185766,0.112037486,0.058886368,91.515,0.470264315,0.391339,0.374601729,0.262303,0.545,0,0
446,33035,47.6062095,-122.3320708,205114,260,194,0.696583445,0.58591275,0.261242652,0.307999591,0.130871883,0.035423558,147.439,0.531834645,0.391339,0.374601729,0.262303,0,0,0
447,33036,47.6062095,-122.3320708,201613,205,174,0.677924556,0.745263282,0.558735961,0.867216066,0.099948842,0.038553728,120.06,0.212884425,0.391339,0.374601729,0.262303,0,0,0
448,33038,47.6062095,-122.3320708,201194,195,166,0.699299174,0.546733447,0.218539418,0.452364612,0.098617032,0.041126334,95.738,0.482985912,0.391339,0.374601729,0.262303,0,0,0
449,33039,47.6062095,-122.3320708,200440,178,187,0.877395944,0.631545009,0.105092924,0.928864762,0.076038004,0.040475686,78.104,0.222886574,0.391339,0.374601729,0.262303,0,0,0
450,33040,47.6062095,-122.3320708,198734,99,602,0.874458013,0.406793835,0.165447382,0.035580307,0.330582406,0.056507936,67.465,0.618559684,0.391339,0.374601729,0.262303,0,0,0
451,33041,47.6062095,-122.3320708,200089,256,150,0.696033479,0.476521356,0.170617025,0.710328063,0.190472621,0.035215605,165.119,0.478557635,0.391339,0.374601729,0.262303,0,0,0
452,33042,47.6062095,-122.3320708,201508,430,250,0.722107942,0.52078613,0.080963476,0.771150482,0.52943387,0.032424938,110.251,0.071468805,0.391339,0.374601729,0.262303,0,0,0
453,33043,47.6062095,-122.3320708,200235,104,152,0.824026934,0.215810726,0.296091919,0.910221288,0.111487211,0.054467449,64.778,0.032741889,0.391339,0.374601729,0.262303,0,0,0
454,33044,47.6062095,-122.3320708,201202,203,320,0.960249782,0.42001109,0.190369721,0.915434911,0.336118394,0.036872254,84.151,0.061257445,0.391339,0.374601729,0.262303,0,0,0
455,33045,47.6062095,-122.3320708,192926,124,238,0.972716897,0.590577179,0.239709981,0.921789389,0.093481967,0.033578451,135.828,0.462739671,0.391339,0.374601729,0.262303,0,0,0
456,33046,47.6062095,-122.3320708,193970,301,351,0.875612994,0.420576569,0.149302182,0.943673419,0.096633202,0.031885889,78.497,0.124356621,0.391339,0.374601729,0.262303,0,0,0
464,33166,36.1666667,-86.7833333,256000,145,557,0.54907593,0.400543293,0.74387388,0.761043821,0.31100831,0.033054617,135.46,0.954111234,0.523205,0.459806241,0.461933,0,0,0
465,33167,36.1666667,-86.7833333,256000,165,62,0.197097528,0.446712994,0.81242283,0.148575038,0.138874927,0.033058103,131.648,0.795542746,0.523205,0.459806241,0.461933,0.538,0,0
466,33168,36.1666667,-86.7833333,256000,182,45,0.706391105,0.436263017,0.771971513,0.772799398,0.110742028,0.032843555,116.33,0.629808566,0.523205,0.459806241,0.461933,0,0,0
467,33169,36.1666667,-86.7833333,256000,153,45,0.680301531,0.518446187,0.731596192,0.94800108,0.132610981,0.029492285,144.292,0.732659291,0.523205,0.459806241,0.461933,0,0,0
468,33170,36.1666667,-86.7833333,256000,158,168,0.894435345,0.396369221,0.731833102,0.850663053,0.15216338,0.033900212,147.746,0.908713695,0.523205,0.459806241,0.461933,0,0,0
469,33171,36.1666667,-86.7833333,256000,158,90,0.234987785,0.426804328,0.650269867,0.663757246,0.503246936,0.031444284,111.605,0.72916932,0.523205,0.459806241,0.461933,0,0,0
470,33172,36.1666667,-86.7833333,256000,221,79,0.666203391,0.435691766,0.698692037,0.702688089,0.077450874,0.029360534,90.148,0.487471271,0.523205,0.459806241,0.461933,0,0,0
471,33173,36.1666667,-86.7833333,256000,171,112,0.619657372,0.410879049,0.594828215,0.018237712,0.21956551,0.032315479,148.54,0.845322985,0.523205,0.459806241,0.461933,0.688,0,0
472,33184,51.5073346,-0.1276831,256000,134,524,0.975822645,0.147534655,0.922325692,0.954508936,0.320762166,0.066178697,164.085,0.538355436,0.560809,0.536823627,0.38558,0,0,0
473,33186,51.5073346,-0.1276831,256000,165,153,0.969095508,0.561738489,0.879932731,0.78261233,0.335190909,0.035927912,121.451,0.967479499,0.560809,0.536823627,0.38558,0.63,0,0
474,33187,51.5073346,-0.1276831,256000,240,167,0.965799,0.448730266,0.561614286,0.952010325,0.114812256,0.031773146,128.003,0.661379851,0.560809,0.536823627,0.38558,0,0,0
475,33188,51.5073346,-0.1276831,256000,208,135,0.972064297,0.2661954,0.901507867,0.921281728,0.201423981,0.09032577,173.053,0.257998932,0.560809,0.536823627,0.38558,0,0,0
476,33189,51.5073346,-0.1276831,256000,311,112,0.977671565,0.215300251,0.950456448,0.964075995,0.068706309,0.056583627,87.849,0.361656967,0.560809,0.536823627,0.38558,0,0,0
477,33190,51.5073346,-0.1276831,256000,356,216,0.983243687,0.612984602,0.872298278,0.90561997,0.148838032,0.075259838,117.476,0.380985947,0.560809,0.536823627,0.38558,0,0,0
478,33191,51.5073346,-0.1276831,256000,137,188,0.972114544,0.35887403,0.912227538,0.893469035,0.132724874,0.04255447,178.479,0.659786521,0.560809,0.536823627,0.38558,0,0.583,0
479,33192,51.5073346,-0.1276831,256000,229,448,0.977255505,0.323009206,0.985311375,0.834523894,0.218142224,0.054178833,175.424,0.209166026,0.560809,0.536823627,0.38558,0,0,0
483,33201,41.8781136,-87.6297982,160000,166,553,0.234800116,0.558654723,0.611881689,0.780468375,0.339536562,0.044680057,85.361,0.910445442,0.508858,0.462282719,0.438095,0,0,0
511,33277,-25.73134,28.21837,192000,205,865,0.102321222,0.535333412,0.776881235,0.000203335,0.136510518,0.060709607,130.134,0.84282047,0.526292,0.503782892,0.386975,0,0,0
515,33533,0,0,320000,303,1919,0.524126235,0.571132808,0.659812712,0.684064734,0.154201188,0.02523533,94.352,0.429680022,0.535142,0.432047932,0.521098,0,0,1
516,33534,0,0,320000,187,997,2.37E-05,0.465508753,0.470055366,0.826076206,0.104845648,0.039188412,111.344,0.389783969,0.535142,0.432047932,0.521098,0,0,0
517,33535,0,0,320000,305,782,0.862440826,0.48843651,0.425462291,0.866728466,0.105960312,0.027225078,86.241,0.115521103,0.535142,0.432047932,0.521098,0,0,0
518,33536,0,0,320000,364,975,0.399283892,0.485267328,0.704308004,0.632758229,0.095332063,0.033667087,86.398,0.115411354,0.535142,0.432047932,0.521098,0,0,0
519,33537,0,0,320000,291,732,0.593894245,0.58705601,0.627647662,0.83895972,0.073931135,0.027035879,85.061,0.329092155,0.535142,0.432047932,0.521098,0,0,0
537,34082,40.65,-73.95,192000,304,406,0.143082013,0.515236125,0.329831712,0.84460432,0.076087056,0.030835777,146.953,0.260359525,0.373226,0.357263408,0.358208,0,0,0
538,34083,40.65,-73.95,192000,189,779,0.249150207,0.495157986,0.657862243,0.676264856,0.147658303,0.029730598,145.812,0.893023895,0.373226,0.357263408,0.358208,0,0,0
539,34085,40.65,-73.95,192000,154,311,0.716016966,0.4584163,0.324606983,0.928011198,0.111420245,0.024707343,79.228,0.476433807,0.373226,0.357263408,0.358208,0,0,0
546,34344,40.65,-73.95,192000,177,344,0.695645463,0.521569878,0.895720262,0.741715194,0.436768271,0.033083353,159.993,0.961585813,0.154318,0.147717937,0.21352,0,0,0
547,34345,40.65,-73.95,192000,234,335,0.301168205,0.531826521,0.764455064,0.772729697,0.083690768,0.026951933,80.033,0.242534449,0.154318,0.147717937,0.21352,0.373,0.627,0
548,34346,40.65,-73.95,192000,136,247,0.939832006,0.485500288,0.476960386,0.822961701,0.10297564,0.029823284,133.728,0.23214246,0.154318,0.147717937,0.21352,0,0,0
549,34347,40.65,-73.95,192000,158,242,0.942051498,0.421352306,0.633552865,0.9443783,0.10861163,0.048922211,79.315,0.345893784,0.154318,0.147717937,0.21352,0,0,0
550,34348,40.65,-73.95,192000,139,801,0.957311204,0.382490559,0.201330136,0.868039886,0.126548542,0.031229466,106.013,0.449048274,0.154318,0.147717937,0.21352,0,0,0
551,34349,40.65,-73.95,192000,194,203,0.821048524,0.367807011,0.914850127,0.936285398,0.139738684,0.03484964,160.089,0.9667608,0.154318,0.147717937,0.21352,0.501,0,0
552,34351,40.65,-73.95,192000,191,219,0.040986182,0.465300459,0.523156254,0.870332123,0.122483167,0.031773966,179.929,0.093301778,0.154318,0.147717937,0.21352,0,0,0
553,34352,40.65,-73.95,192000,150,2173,0.570076508,0.410997157,0.983902809,0.931019576,0.087870095,0.04479361,85.106,0.699442327,0.154318,0.147717937,0.21352,0,0,1
554,34353,40.65,-73.95,192000,212,208,0.002102724,0.174434766,0.7092825,0.922704605,0.082948103,0.034434092,100.256,0.065088473,0.154318,0.147717937,0.21352,0,0,0
555,34354,40.65,-73.95,192000,140,272,0.521082763,0.38525701,0.111274517,0.295540215,0.139294989,0.029198688,60.181,0.209851325,0.154318,0.147717937,0.21352,0.667,0,0
556,34355,40.65,-73.95,192000,163,277,0.916984552,0.646243895,0.503093855,0.960494949,0.074363549,0.031423938,76.996,0.263521431,0.154318,0.147717937,0.21352,0,0,0
557,34356,40.65,-73.95,192000,133,276,0.718311575,0.476101172,0.903631935,0.942238487,0.117608569,0.053816029,139.979,0.738604261,0.154318,0.147717937,0.21352,0.667,0,0
558,34357,40.65,-73.95,192000,207,317,1.73E-05,0.461494926,0.999281944,0.016640105,0.077037451,0.051932368,136.958,0.072180767,0.154318,0.147717937,0.21352,0,0,0
559,34360,40.65,-73.95,256000,202,431,0.752748738,0.453939425,0.490570217,0.966552918,0.08745661,0.02587509,150.057,0.309709828,0.154318,0.147717937,0.21352,0,0,0
560,34371,0,0,320000,74,77,0.865982213,0.71514111,0.52599153,0.903726609,0.110899264,0.037863905,122.696,0.506582295,0.100738,0.096429513,0.047962,0,0,0
561,34372,0,0,320000,322,664,0.074871851,0.408151487,0.482598699,0.970971859,0.111814488,0.032627537,100.185,0.499703498,0.100738,0.096429513,0.047962,0,0,0
562,34373,0,0,320000,297,408,0.98744675,0.279665239,0.663778413,0.95019064,0.107792183,0.074022442,113.544,0.631867829,0.100738,0.096429513,0.047962,0,0.342,0
563,34375,0,0,320000,211,316,0.956085813,0.62267732,0.743771939,0.970788989,0.111082908,0.06122997,135.079,0.406448812,0.100738,0.096429513,0.047962,0,0,0
564,34376,0,0,320000,288,214,0.813352606,0.243509098,0.855225231,0.875273958,0.098430839,0.100691089,112.508,0.256833515,0.100738,0.096429513,0.047962,0,0,0
565,34377,0,0,320000,150,476,0.982262012,0.525494748,0.789502368,0.927812026,0.565135607,0.033649677,86.676,0.288055272,0.100738,0.096429513,0.047962,0,0,0
566,34378,0,0,320000,360,183,0.980965416,0.475342727,0.851703648,0.972801094,0.182767324,0.031500646,120.01,0.549634307,0.100738,0.096429513,0.047962,0,0,0
